objectid,temp sort,Note,Christin Newell,title,title,series,date_first_issued,date,date_text,creator,signature,seal,description,misc,publisher,carver,printer,Author (cew new),Editor (cew new),publication_date_messy,impression_quality,colors,condition,genre,format_print,size_image,size_sheet,lit//ref lit,collections,catalog,catalog_altform,catalog_2_orig_ref,location,latitude,longitude,type,format,filename,image_thumb,image_small,artistid (temporarily using for notes-cew),print_link,Notes
ihl-0268,,,,Naruko in Spring (御殿場初冬 Haru no Naruko),Naruko in Spring (御殿場初冬 Haru no Naruko),,1998,1998,c. 1998-2001,"Hagiwara Hideo 萩原英雄
(1913-2007)",hideo - pencil signed by artist in English in lower left margin,"red kasa 傘 (umbrella) with notation reading “148” or ""'48"" to left of seal","Mica highlights and embossing add interest to this undated abstract composition by Hagiwara, likely created very late in his career.",,self-published,self-carved,Printer self-printed,,,c. 1998-2001,Impression excellent,Colors excellent,Condition good - diagonal crease in right margin; diagonal crease in lower left margin; waviness in paper,Genre sōsaku hanga,,H x W Image 10 x 7 3/4 in. (25.6 x 19.7 cm),H x W Paper 12 7/8 x 10 5/8 in. (32.7 x 27 cm),Reference Literature,Collections This Print,IHL.0268,IHL.268,IHL Catalog #268,,,,Image;StillImage,image/jpeg,ihl-0268.jpg,ihl-0268_th.jpg,ihl-0268_sm.jpg,ihl_artist_018,https://pages.uoregon.edu/jsmacollections/home/artists/hideo-hagiwara-1913---2007-/unread-abstact.html ,
ihl-0269,,,CN Complete,Azuma Bridge (あずまばし Azumabashi),Azuma Bridge (あずまばし Azumabashi),Scenic Views of Tokyo (東亰名勝會 Tokyo meishō-e),1888-12-10,1888,"Published December 10, 1888 (Meiji 21) 明治廿一年十二月十日印行 as printed in left margin",Utagawa Kunitoshi 歌川国利 (1847-1899),"国利画 Kunitoshi ga in red cartouche, lower right-hand corner", ,"Azumabashi 吾妻橋, built in 1887, was the first metal bridge spanning the Sumida River.  It was officially dedicated and opened to the public on December 9, 1887.   It served the bustling pleasure quarter of Asakusa on one side and a beer factory on the other.  Japanese woodblock artists drew its vertical posts and diagonal eyebars in Western perspective and for good measure populated the walkway with ladies in bustles and the deck with top-hatted gentlemen in carriages.",,辻岡文助 Tsujiokaya Bunsuke [Marks: seal not shown; pub. ref. 548],,,,,"Pub. Date December 10, 1888 (Meiji 21)","Impression fair (misregistration, but not untypical for many Meiji-era prints)",Colors excellent,"Condition good - minor soiling and wrinkling; small tear at top edge, repaired",Genre ukiyo-e; meisho-e; kaika-e,Format vertical ōban,H x W Image 13 1/4 x 8 11/16 in. (33.3 x 22.1 cm),H x W Paper 13 5/8 x 9 3/8 in. (34.6 x 23.8 cm),n.a.,n.a.,IHL.0269,IHL.269,IHL Catalog #269,,,,Image;StillImage,image/jpeg,ihl-0269.jpg,ihl-0269_th.jpg,ihl-0269_sm.jpg,ihl_artist_218,https://www.myjapanesehanga.com/home/artists/utagawa-kunitoshi-1847-1899/azumabashi.html,
ihl-0272,,,CN Complete,Bear Hunting for Gall in Kaga Province (加州熊并ニ胆ヲ取ル図 Kashū-gama narabi ni kimo o toru zu),Bear Hunting for Gall in Kaga Province (加州熊并ニ胆ヲ取ル図 Kashū-gama narabi ni kimo o toru zu),Products of Greater Japan (大日本物産図会 Dai Nippon Bussan Zue),1877,1877,1877 (Meiji 10),Utagawa Hiroshige III 三代 歌川広重 (1842–1894),"Andō Tokubei 安藤徳兵エ, the artist's family name, appears in cartouche in left margin (the cartouche is partially trimmed on this print)", ,"One of 118 prints in the series Dai Nippon Bussan Zue (Products of Greater Japan), issued in August 1877 to coincide with the opening of Japan’s first National Industrial Exposition (Naikoku Kangyō Hakurankai) held in Tokyo’s Ueno Park. In this print, the Asian black bear (note the white chest mark) is being hunted for his gall.  Kaga Province (加賀国, Kaga no kuni) was an old province in the area that is today the southern part of Ishikawa Prefecture. Ruled by the Maeda clan, the capital of Kaga was Kanazawa. Kaga bordered on Echizen, Etchū, Hida, and Noto Provinces. It was part of Hokurikudō Circuit.

The artist based many of his designs on the designs that appeared in the 1799 book Nihon Sankai Meisan Zue (Famous Sea and Land Products in Japan), leaving some question whether everything Hiroshige III portrayed in the series was truly the ""state of the art"" or, as in the case of this print, practiced in the same manner in 1877 when the series was issued. (Although for many activities pictured, things wouldhave looked much the same in 1877 as in 1799.) In many cases, the information in the scroll is also copied from the earlier work.", ,Ōkura Magobei 大倉孫兵衛 (Kin'eido; 1843-1921) [Marks: pub. ref. 627] appears in cartouche in right margin (the cartouche is partially trimmed on this print),,,,,"August 01, 1877 (Meiji 10)",Impression good,Impression excellent,Condition good - paper remnant right margin verso; small tears top and bottom margins; vertical centerfold with separation in middle of print taped together ,Genre nishiki-e; kaika-e,Format horizontal chūban,H x W Image 6 3/8 x 9 in. (16.2 x 22.9 cm) ,H x W Paper 6 7/8 x 9 1/4 in. (17.5 x 23.5 cm) ,"Literature Ukiyo-e Work Scenes: Dai Nippon Bussan Zue: Products of Greater Japan, ed. Hashizume Setsuya, et. al., Kyōto-shi, 2019","Collections This Print Hagi Yamaguchi Prefectural Art Museum Urakami system: U02976; Waseda University Library Archives 01_04265_0002; University of California, San Francisco Japanese Woodblock Print Collection ucsf_p011; National Museum of Japanese History H-22-1-30-7-20",IHL.0272,IHL.272,IHL Catalog #272 and #1496,,,,Image;StillImage,image/jpeg,ihl-0272.jpg,ihl-0272_th.jpg,ihl-0272_sm.jpg,ihl_artist_207,https://pages.uoregon.edu/jsmacollections/home/artists/utagawa-hiroshige-iii-1842-1894/bear-hunting-from-the-series-product-of-japan.html,
ihl-0275,,,,A Bunraku Puppet Head,A Bunraku Puppet Head,,1962,1962,1962,Tokuriki Tomikichirō 徳力富吉郎 (1902-2000),T. Tokuriki in English script,"""tomi"" 富","This collection contains two different printings of the head of a bunraku puppet, IHL Cat. #275 and IHL Cat. #314. These two versions may be artist's proofs as they are not numbered.
",,self-published,self-carved,Printer self-printed,,,cat. #275 dated 1962; cat. #314 dated 1962.6.8,Impression excellent,Colors excellent,Condition good - offsetting verso; folds lower left margin,Genre sōsaku hanga,Format ōban,H x W Image 12 3/8 x 9 1/4 in. (31.4 x 23.5 cm),H x W Paper 15 3/8 x 10 1/4 in. (39.1 x 26 cm),"Reference Literature Wood-block Printing, Tomikichiro Tokuriki, Hoikusha Publishing Co., Ltd., 1968, p.9.","Collections This Print The British Museum (1987,0316,0.312)",IHL.0275,IHL.275,IHL Catalog #275 and #314,,,,Image;StillImage,image/jpeg,ihl-0275.jpg,ihl-0275_th.jpg,ihl-0275_sm.jpg,ihl_artist_188,https://www.myjapanesehanga.com/home/artists/tokuriki-tomikichiro-1902-1999/a-bunraku-puppet-head.html,
ihl-0286,,,CN Complete,Think Hard Before Putting Your Life of the Line (命をかけておもふ Inochi o kakete omou) ,Think Hard Before Putting Your Life of the Line (命をかけておもふ Inochi o kakete omou) ,Reflections on Good and Evil for a Healthy Life (命の養生善悪鏡 Inochi no yōjō zen aku kagami),1873,1873,1873,Utagawa Fusatane 歌川房種 (active 1854-1888),unsigned (bottom print of the uncut oban sheet signed Ōsai Fusatane hitsu), ,"This scene depicts a woman jumping off the terrace of Kiyomizu-dera while grasping the Japanese character for life, inochi.  She has jumped due to disappointment and despair over an unhappy love affair.  Perhaps she has wished for a happier conclusion to her love life before jumping as there was an Edo period tradition holding that if one were to survive jumping from the terrace of Kiyomizu Temple, one's wish would be granted. 

234 jumps were recorded in the Edo period and of those, 85.4% survived.  The expression ""to jump off the porch at Kiyomizu"" is the Japanese equivalent of the English expression ""to take the plunge.""

Kiyomizudera (清水寺 ""PureWater Temple"") was founded in 780 AD and still functions as a temple associated with the Hosso sect of Japanese Buddhism.",Marked with 三 (3)  in upper  margin,辻亀板 Tsujiokaya Kamekichi [Marks: pub. ref. 549]publisher's seal appears on bottom print of uncut sheet,,,,,1873,Impression excellent,Colors excellent,Condition good - light overall toning; minor soiling,Genre ukiyo-e; giga,Format horizontal chūban,H x W Image 6 1/2 x 8 3/4 in. (16.5 x 22.2 cm),H x W Paper 7 1/4 x 9 3/8 in. (18.4 x 23.8 cm),"Literature Tsukioka Yoshitoshi's Series Kyōkun zen’aku zukai,Kiyoko Andrea Metzler, University of Vienna, 2017, p. 105-106, 156.", ,IHL.0286,IHL.286,IHL Catalog #286,,,,Image;StillImage,image/jpeg,ihl-0286.jpg,ihl-0286_th.jpg,ihl-0286_sm.jpg,ihl_artist_205,https://www.myjapanesehanga.com/home/artists/utagawa-fusatane-active-1825-1873/girl-s-life.html,
ihl-0289,,,CN Complete,"Zensetsū Temple, Sanshū (讃州 善通寺 Sanshū Zensetsū-ji)","Zensetsū Temple, Sanshū (讃州 善通寺 Sanshū Zensetsū-ji)","Collection of Scenic Views of Japan II, Kansai edition (日本風景集II 関西編 Nihon fūkei shū II Kansai hen)",1937-03,1937,"March 1937 original publication date. This print a later edition likely issued during the artist's lifetime, prior to 1957. No publisher seal appears on the print.",Kawase Hasui 川瀬巴水 (1883-1957),巴水 Hasui ,Kawase stylized seal,"An atmospheric rendering of Zentsūji in Shikoku on a rainy Day. Zentsūji is an important pilgrimage site closely connected with the influential Heian-period Buddhist monk Kūkai, who brought the esoteric teachings of the Shingon sect from China, and established this temple in 807. Like his 19th century predecessor Hiroshige, Hasui was well known for his use of atmospheric effects such as rain and mist.",,Watanabe Shōzaburō (Watanabe Mokuhan Bijutsu Gahō) [Marks: pub. ref. 576],,,,,March 1937 original publication date.,Impression excellent,Colors excellent,Condition excellent - two pin holes left margin,Genre shin hanga,Format vertical ōban,H x W Image 14 1/4 x 9 1/2 x in. (36.2 x 24.1 cm),H x W Paper 15 1/8 x 10 1/2 in. (38.4 x 25.2 cm),"Reference Literature Kawase Hasui: The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 101, pl. 334; Kawase Hasui and His Contemporaries: The Shin Hanga (New Print) Movement in Landscape Art, Irwin J. Patcher, Everson Museum of Art, Syracuse, 1986, p. 72, pl. 83","Collections This Print Harvard Art Museum 1984.270 (unspecified edition); Los Angeles County Museum of Art M.2003.67.105 (later edition with 6mm seal); Museum of Fine Arts, Boston 50.2895 (unspecified edition but print shown has no publisher’s seal); The National Museum of Modern Art, Tokyo P00138-044 (unspecified edition but print shown has 6mm publisher’s seal); Honolulu Academy of Arts 26633 (no seal)",IHL.0289,IHL.289,IHL Catalog #289,,,,Image;StillImage,image/jpeg,ihl-0289.jpg,ihl-0289_th.jpg,ihl-0289_sm.jpg,ihl_artist_059,https://pages.uoregon.edu/jsmacollections/home/artists/kawase-hasui/zensetsu-temple-sanshu.html ,
ihl-0293,,,CN Complete,"Daimotsu, Amagasaki (尼崎大物 Amagasaki Daimotsu)","Daimotsu, Amagasaki (尼崎大物 Amagasaki Daimotsu)","Collection of Scenic Views of Japan II, Kansai edition (日本風景集II 関西編 Nihon fūkei shū II Kansai hen)",1940,1940,"1940 original publication date. This print a later edition bearing the Watanabe ""A-type"" seal (in use from approximately 1918-1924 and 1945-1957).",Kawase Hasui 川瀬巴水 (1883-1957),巴水 Hasui ,Kawase stylized seal,"Narazaki, Hasui's biographer, writes: ""This is the Daimotsu bay made famous in the Heikie monogatari (The Tale of Heike) of the early Kamakura period (1185-1333). These days there are few opportunities for a traveler to experience this area as it once was since it is now part of the harbor district in the Hanshin industrial belt. For this reason Hasui's depiction is interesting."" Amagasaki is situated in Hyogo prefecture.",,"Watanabe Shōzaburō  (Watanabe Mokuhan Bijutsu Gahō) - Watanabe ""A-type"" seal (in use from approximately 1918-1924 and 1945-1957) reading ワタナベ (Watanabe Shōzaburō) [Marks: pub. ref. 576]",,,,,1940 original publication date,Impression excellent,Colors excellent,"Condition good - toning to verso bottom 1/2 of print slightly visible on front of print, a few minor horizontal creases.",Genre shin hanga,Format vertical ōban,H x W Image 14 1/4 x 9 5/8 x in. (36.2 x 24.6 cm),H x W Paper 15 1/4 x 10 3/8 in. (38.7 x 26.4 cm),"Reference Literature Kawase Hasui: The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 101, pl. 335","Collections This Print Los Angeles County Museum of Art M.73.37.208 (later edition with 6mm seal); The National Museum of Modern Art, Tokyo P00138-046 (unspecified edition with no visible seal); University of Alberta Art Collection 2001.6.2 (unspecified edition with no visible seal)",IHL.0293,IHL.293,IHL Catalog #293,,,,Image;StillImage,image/jpeg,ihl-0293.jpg,ihl-0293_th.jpg,ihl-0293_sm.jpg,ihl_artist_059,https://pages.uoregon.edu/jsmacollections/home/artists/kawase-hasui/daimotsu-amagasaki.html ,
ihl-0295,,,,Beauty Combing Her Hair,Beauty Combing Her Hair,,1930,1930,c. 1930s (date inferred) print not dated,Oda Tomiya 小田富弥 (1896-1990),富弥 Tomiya in upper right corner of image,artist's red stylized seal below signature,"One of two known bijin-ga prints designed by Oda for the publisher Ōsaka Mokuhansha. This print shows the influence of his teacher Kitano Tsunetomi (1880-1947) in composition, with the beauty shown in profile with her head bent forward to expose her sensuous neck. Her skin is pale (although somewhat darkened by the effects of age on the print) suggesting the white powder worn by geisha.","also seen titled as ""Hairdressing"" (髪結い Kamiyui)","大阪木版社版 Ōsaka Mokuhansha printed in the lower left margin. 大阪 Ōsaka seal appearing in lower left of image containing the names of the carver 彫 山口碍三 [unread], the head of the publishing company 頭 藤川昭平 Fujikawa Shōhei and the printer 摺 内藤古紫 [unread]",彫 山口碍三 (unread),Printer 摺 内藤古紫 (unread),,,c. 1930s,Impression excellent,Colors excellent,Condition good - overall light toning; several spots of foxing; numerous small repaired tears on margins; 2 small spots thinning to margin verso caused by removal from folio,Genre shin hanga,Format horizontal ōban,H x W Image 14 1/8 x 10 1/16 in. (35.9 x 25.6 cm),H x W Paper 15 3/4 x 11 in. (40 x 27.9 cm),Reference Literature,Collections This Print,IHL.0295,IHL.295,IHL Catalog #295,,,,Image;StillImage,image/jpeg,ihl-0295.jpg,ihl-0295_th.jpg,ihl-0295_sm.jpg,ihl_artist_130,https://pages.uoregon.edu/jsmacollections/home/artists/oda-tomiya-1896---/beauty-combing-her-hair.html ,
ihl-0302,,,CN Complete,After the Bath (入浴 nyūyoku),After the Bath (入浴 nyūyoku),Chiyoda Inner Palace (千代田の大奥 Chiyoda no Ōoku),1895-08,1895,1895 August (Meiji 28),Yōshū Chikanobu 楊洲周延 (1838-1912),楊洲周延 YōshūChikanobu, ,"This print is from a series of 40 scenes documenting life inside the women quarters of the shogun's palace in Edo, prior to the Meiji Restoration in 1868. It shows a young beauty after her bath, wearing a blue and white cotton kimono, a towel on a stand next to her. An attendant offers her a cup of tea, while another turns the handle of a fan to cool her. A faint pattern of hollyhock leaves, symbol of the Tokugawa Shogunate, is printed in the background. As with other prints in this series, this print exists in at least two states.",,Fukuda Hatsujirō 福田初二郎 [Marks: pub. ref. 070; seal ref. 062],,,,,1895 August (Meiji 28),Impression excellent,Colors excellent,"Condition good – three sheets joined, each sheet full-size, unbacked",Genre ukiyo-e,Format vertical ōban triptych,,H x W Paper 14 3/8 in. x 28 1/4 in. (36.5 cm x 71.8 cm), ,Collections This Print The Metropolitan Museum of Art JP3549; Ritsumeikan University ARC 国会668-00-094 国会668-00-095 国会668-00-096; Shizuoka Prefectural Central LibraryK915-108-031-015; Bunka Gakuen University Library Digital Archive of Rare MaterialsBB30019798,IHL.0302,IHL.302,IHL Catalog #302,,,,Image;StillImage,image/jpeg,ihl-0302.jpg,ihl-0302_th.jpg,ihl-0302_sm.jpg,ihl_artist_247,https://www.myjapanesehanga.com/home/artists/hashimoto-chikanobu-1838-1912/after-the-bath-from-the-series-ch-ca2bd9af9bcf9a6b.html,
ihl-0303,,,CN Complete,"A List of the House of Representatives, llustration of House of Representatives Meeting (帝國議會衆議院議員名鑑, 衆議院會議之図)","A List of the House of Representatives, llustration of House of Representatives Meeting (帝國議會衆議院議員名鑑, 衆議院會議之図)", ,1891-02-11,1891,"February 11, 1891 (Meiji 24) 明治廿四年二月十一日印刷 出版 as printed within by publisher seal",Nagashima Shungyō 永嶌春暁 (active 1882-1905),春暁画 Shungyō ga, ,"This print pictures the emperor and empress in bust portraits flanking the interior of the First Temporary Diet Building. The Meiji government published an imperial rescript in 1881 calling for the first session of the Imperial Diet to be convened in 1890. The first House of Representatives election was held on 1 July 1890 (Meiji 23), with 300 seats to be filled. The franchise was limited to males, with only some one percent of the total population eligible to vote.  ",,Yamazaki Gyōzaburō 山崎曉三郎[Marks: pub. ref. 611; seal not shown], ,,,,"February 11, 1891 (Meiji 24)明治廿四年二月十一日印刷 出版",Impression good,Colors excellent,Condition excellent,Genre nishiki-e; kaika-e,Format vertical ōban,,H x W Paper 14 1/4 x 9 5/8 in. (36.2 x 24.4 cm), , ,IHL.0303,IHL.303,IHL Catalog #303,,,,Image;StillImage,image/jpeg,ihl-0303.jpg,ihl-0303_th.jpg,ihl-0303_sm.jpg,ihl_artist_119,https://pages.uoregon.edu/jsmacollections/home/artists/nagashima-shungyo-active-1882-1905/a-list-of-the-house-of-representatives.html,
