objectid,artistid,publication_date_messy,date,catalog,catalog_2_orig_ref,description,page_header,title,series,creator,signature,seal,date_text,publisher,carver,printer,impression_quality,colors,condition,genre,misc,format_print,size_sheet,size_image,lit//ref lit,collections,location,latitude,longitude,image_small,image_thumb,filename,type,format,print_link
ihl-0710,,亥八 8th month 1875 date seal,1875,IHL.0710,IHL Catalog  #710,"Title (Description)  Iwai Hanshirō VIII 岩井半四郎, Ichikawa Gonjūrō 市川権十郎 and Ichikawa Danjūrō IX 市川団十郎 in the play Minori no aki seisho denki 実成秋清正伝記　みのりのあきせいしょうでんき","(Description)  Iwai Hanshirō VIII 岩井半四郎, Ichikawa Gonjūrō 市川権十郎 and Ichikawa Danjūrō IX 市川団十郎 in the play Minori no aki seisho denki 実成秋清正伝記　みのりのあきせいしょうでんき","(Description)  Iwai Hanshirō VIII 岩井半四郎, Ichikawa Gonjūrō 市川権十郎 and Ichikawa Danjūrō IX 市川団十郎 in the play Minori no aki seisho denki 実成秋清正伝記　みのりのあきせいしょうでんき",, Toyohara Kunichika (1835–1900),,,亥八 8th month 1875 date seal,Yamazakiya Seishichi 山崎屋清七 (firm name Sanseidō)seal reading 木並 山清 Namiki Yamasei[Marks: pub. ref. 613; similar to seal 24-071],,,,Colors  excellent,Condition  good - trimmed to image and narrow brocade border added; backed with 3 panels joined; vertical fold in left panel,Genre  ukiyo-e; yakusha-e,,Format  vertical oban triptych,H x W Paper  14 x 28 3/8 in. (35.6 x 72.1 cm),,Literature,"Collections This Print  Art Research Center, Ritsumeikan University 107-00-055, 056, 057; National Diet Library 本別7-283; Tokyo Metropolitan Library M147-030-01(01), )02), (03)",,,,ihl-0710_sm.jpg,ihl-0710_th.jpg,ihl-0710.jpg,Image;StillImage,image/jpeg,
ihl-0711,,1875 date seal,1875,IHL.0711,IHL Catalog  #711,"Title (Description)  Iwai Hanshirō VIII, Ichikawa Monnosuke V, Ichikawa Danjūrō and Nakamura Nakazō III in Ura Omote Yanagi no Uchiwae 裏表柳団画 (うらおもてやなぎのうちわえ)","(Description)  Iwai Hanshirō VIII, Ichikawa Monnosuke V, Ichikawa Danjūrō and Nakamura Nakazō III in Ura Omote Yanagi no Uchiwae 裏表柳団画 (うらおもてやなぎのうちわえ)","(Description)  Iwai Hanshirō VIII, Ichikawa Monnosuke V, Ichikawa Danjūrō and Nakamura Nakazō III in Ura Omote Yanagi no Uchiwae 裏表柳団画 (うらおもてやなぎのうちわえ)",, Toyohara Kunichika (1835–1900),,,1875 date seal,"seal reading Kawaramachi 瓦町, Morimoto 森本 seal of Morimoto Junzaburō 森本 順三郎 [Marks 25-116, ref. 349]",彫工平 Horikō Hei (also read as Horikō Hira),,,Colors  excellent,Condition  good - trimmed to image; ink offsetting in white image areas,Genre  ukiyo-e; yakusha-e,,Format  vertical oban triptych,H x W Paper  13 5/8 x 9 1/2 in. (34.6 x 24.1 cm) each sheet,,Literature,"Collections This Print  The Tsubouchi Memorial Theatre Museum of Waseda University 100-7293, 7294, 7295; Japan Arts Council 05061",,,,ihl-0711_sm.jpg,ihl-0711_th.jpg,ihl-0711.jpg,Image;StillImage,image/jpeg,
ihl-0712,, December 1885 明治十八年 十二月,1885,IHL.0712,IHL Catalog  #712, Hashiba Hideyoshi 羽柴秀吉, Hashiba Hideyoshi 羽柴秀吉, Hashiba Hideyoshi 羽柴秀吉,"“Instructive Models of Lofty Ambition” (Kyodo risshiki 教導立志基) [note: title also listed as  'Kyodo Risshi no Moto', ‘Kyodo risshi no motoi’, ‘Kyōdō risshi ki’ and variously translated as “Moral of success” or “Foundations of learning and achievement” or “Self-made Men Worthy of Emulation”' or “Examples of Self-made Leaders” or ""Paragons of instruction and success""]", Tsukioka Yoshitoshi (1839-1892),ōju Yoshitoshi 応需 芳年, Taiso 大蘇 [as shown above below signature], December 1885 明治十八年 十二月," Matsuki Heikichi (松木平吉) proprietor of Daikokuya Heikichi [Marks: seal not shown; pub. ref. 029] click to enlarge (from right to left) publishing and printing date:  御届  明治十八年  十 二 月 [notification delivered, Meiji 18th year 12th month] assigned number within series:  blank [ 三十三 on other impressions ] information:  画 工 兼   出 版    両国吉川町二番地  松木平吉  版 [artist and Ry ōgoku Yoshikawach ō 2-banchi Matsuki Heikichi han ]",  ,,,Colors  excellent,Condition  excellent,Genre  ukiyo-e; rishki-e; kyōiku nishiki-e,,Format  vertical oban,H x W Paper  14 5/8 x 9 7/8 in. (37.1 x 25.1 cm),,Literature,Collections This Print  The Tsubouchi Memorial Theatre Museum of Waseda University 201-3019; Tokyo Metropolitan Library 280-K28,,,,ihl-0712_sm.jpg,ihl-0712_th.jpg,ihl-0712.jpg,Image;StillImage,image/jpeg,
ihl-0713,," May 2, 1883 (Meiji 16]",1883,IHL.0713,IHL Catalog  #713," Kōgyō Zushiki 工業図式, Volume 4 四篇 (Sketches for Artisans.  Also seen translated as 4 Drawings of Industry, Diagram of Industry, Designs for Arts and Crafts, Designs for Artisans and Craftsman)"," Kōgyō Zushiki 工業図式, Volume 4 四篇 (Sketches for Artisans.  Also seen translated as 4 Drawings of Industry, Diagram of Industry, Designs for Arts and Crafts, Designs for Artisans and Craftsman)"," Kōgyō Zushiki 工業図式, Volume 4 四篇 (Sketches for Artisans.  Also seen translated as 4 Drawings of Industry, Diagram of Industry, Designs for Arts and Crafts, Designs for Artisans and Craftsman)",, Kōno Bairei (1844-1895),,," May 2, 1883 (Meiji 16]", Ōkura Magobei 大倉孫兵衛 (Kin'eido; 1843-1921) [Marks: pub. ref. 627],  ,,,Colors  excellent,Condition  good - minor toning and staining throughout; binding mostly intact and all pages intact with minor edge and paper wear,Genre  e-hon 絵本,,Format  fukurotoji,H x W Paper  4 3/4 x 7 1/8 in. (12.1 x 18.1 cm),,Reference Literature,"Collections This Book  Victoria & Albert Museum E.3093-1925 (5 vols.); Rijksmuseum Netherlands RP-P-2004-490 (1st vol. only); Yale University Library, Japanese Special Collection in Sterling Memorial Library 868 (vol. 4 only); British Museum 1915,0823,0.284 (5 vols.); The Field Museum, Chicago Boone Collection 222964b-f (5 vols.); Penn State University Libraries (5 vols.); Library of Congress NK1484.Z9 K66 1883 (5 vols.; New York Public Library OSM 97-433 (vol. 5 only); Metropolitan Museum of Art 1970.565.466 (artist is incorrectly listed as ""anonymous."" )",,,,ihl-0713_sm.jpg,ihl-0713_th.jpg,ihl-0713.jpg,Image;StillImage,image/jpeg,
ihl-0714,,,,IHL.0714,IHL Catalog #714,,,,,,,,,,,,,,,,,,,,,,,,,ihl-0714_sm.jpg,ihl-0714_th.jpg,ihl-0714.jpg,Image;StillImage,image/jpeg,
ihl-0715,,February 1865aratame seal reading 丑二改,1865,IHL.0715,IHL Catalog  #715, Tsuru no chitose Soga no kadomatsu 鶴千歳曽我門松, Tsuru no chitose Soga no kadomatsu 鶴千歳曽我門松, Tsuru no chitose Soga no kadomatsu 鶴千歳曽我門松,, Utagawa Yoshiiku (1833-1904),,,February 1865aratame seal reading 丑二改,sealed Hyashi 林; published by Iseya Rihei 伊勢屋 利兵衛 [Marks: 01-122; ref. 152],,,, Colors  excellent,Condition  good - not backed and full size; uneven print edges; several small holes in image area,Genre  ukiyo-e; yakusha-e,,Format  vertical oban triptych,H x W Paper  13 3/4 x 10 in. (34.9 x 25.4 cm),,Literature,"Collections This Print  The Tsubouchi Memorial Theatre Museum of Waseda University 100-9938, 9939, 9940; Japan Arts Council 03088",,,,ihl-0715_sm.jpg,ihl-0715_th.jpg,ihl-0715.jpg,Image;StillImage,image/jpeg,
ihl-0716,,"October 8, 1878 (Meiji 11) 御届明治十一年十月八日",1878,IHL.0716,IHL Catalog  #716," Untitled, but the characters depicted are from the play Jitsugetsusei kyōwa seidan 日月星享和政談 (Disquisition on the political affair of the Kyōwa era)"," Untitled, but the characters depicted are from the play Jitsugetsusei kyōwa seidan 日月星享和政談 (Disquisition on the political affair of the Kyōwa era)"," Untitled, but the characters depicted are from the play Jitsugetsusei kyōwa seidan 日月星享和政談 (Disquisition on the political affair of the Kyōwa era)",, Adachi Ginkō (active 1874 – 1897),,,"October 8, 1878 (Meiji 11) 御届明治十一年十月八日",Kobayashi Tsunekichi 小林常吉 [Marks: seal not shown; pub. ref. 259]Center cartouche: 出板人 publisher    left column - 小林常吉 Kobayashi Tsunekichi;     right column - publisher's address reading Hatchōbori     Mizutanichō 4-banchiRight cartouche: 画工 artist    left column -t 安達平七 Adachi Heishichi [Adachi Ginkō's     birth name];     right column - artist's address Left cartouche: 定價六戔 price 6 sen, not given,,,Colors  excellent,Condition  good - not backed; margins mostly trimmed to image; minor soiling,Genre  ukiyo-e; yakusha-e,,Format  vertical oban triptych,H x W Paper  13 3/4 x 9 1/4 in. (34.9 x 23.5 cm),,Reference Literature,"Collections This Print Art Research Center, Ritsumeikan University arcUP4441, 4442, 4443 and arcUP5132, 5133 and 1534; Waseda University Library 201-2715 (right panel) and 201-2618 (center panel)",,,,ihl-0716_sm.jpg,ihl-0716_th.jpg,ihl-0716.jpg,Image;StillImage,image/jpeg,
ihl-0717,," 1932 (昭和 七 - Showa 7 first month, sixth day in right margin)",1932,IHL.0717,IHL Catalog  #717, Moonlit Night at the Museum ( Hakubutsukan Tsukiyo 博物館 月夜), Moonlit Night at the Museum ( Hakubutsukan Tsukiyo 博物館 月夜), Moonlit Night at the Museum ( Hakubutsukan Tsukiyo 博物館 月夜), Untitled showing views of Kyoto, Asano Takeji (1900-1999), Takeji ga tō in image Takeji suri in left margin,"artist's ""asano"" in left margin"," 1932 (昭和 七 - Showa 7 first month, sixth day in right margin)",  artist, likely self-carved,Printer  likely self-printed,Impression  excellent,Colors  excellent,Condition  good - light foxing,Genre  sosaku hanga (creative print),,Format  oban,H x W Paper  10 1/8 x 13 1/2 in. (25.7 x 33.7 cm),H x W Image  8 5/8 x 12 5/8 in. (22.2 x 32.4 cm),Reference Literature,Collections This Print,,,,ihl-0717_sm.jpg,ihl-0717_th.jpg,ihl-0717.jpg,Image;StillImage,image/jpeg,
ihl-0718,, 1931 (昭和 六 - Showa 6 in right margin),1931,IHL.0718,IHL Catalog  #718, Distant View of Shijo in the Early Morning  ( Asagata Shijo Enbō 朝方四条遠望), Distant View of Shijo in the Early Morning  ( Asagata Shijo Enbō 朝方四条遠望), Distant View of Shijo in the Early Morning  ( Asagata Shijo Enbō 朝方四条遠望), Untitled showing views of Kyoto, Asano Takeji (1900-1999), Takeji ga tō in image  Takeji suri in right margin,"artist's ""asano"" in right margin", 1931 (昭和 六 - Showa 6 in right margin),  artist, likely self-carved,Printer  likely self-printed,Impression  excellent,Colors  excellent,"Condition  fair - foxing throughout, primarily visible in sky; light toning; 4 pin-holes in image",Genre  sosaku hanga (creative print),,Format  oban,H x W Paper  10 1/8 x 13 1/4 in. (25.7 x 33.7 cm),H x W Image  8 3/4 x 12 3/4 in. (22.2 x 32.4 cm),Reference Literature,Collections This Print,,,,ihl-0718_sm.jpg,ihl-0718_th.jpg,ihl-0718.jpg,Image;StillImage,image/jpeg,
ihl-0719,, undated but portfolio was issued in 1974,1974,IHL.0719,IHL Catalog  #719,Title  Nature, Nature, Nature," one of ten prints by ten different artists included in a portfolio titled ""Nature""", Miyashita Tokio (1930–2011), Tokio Miyashita in pencil, not sealed, undated but portfolio was issued in 1974,  unknown,,,,Colors  excellent,Condition  good - minor toning in margin and mat burn; two pin holes - top center of image and bottom center of image that are present in at least two other impressions in the editions; handling/printing creases; fold along length of bottom margin; hinging/masking tape removed from top margin leaving lighter areas on paper,Genre  sosaku hanga (creative print),,,H x W Paper  17 x 12 in. (43.2 x 30.5 cm),H x W Image  11 3/8 x 8 7/8 in. (28.9 x 22.5 cm),Reference Literature,"Collections This Print  The British Museum 1986,0321,0.949",,,,ihl-0719_sm.jpg,ihl-0719_th.jpg,ihl-0719.jpg,Image;StillImage,image/jpeg,
ihl-0720,, 1965,1965,IHL.0720,IHL Catalog  #720,Title  Nest  巣, Nest  巣, Nest  巣, n/a, Takahashi Rikio (1917-1998), Pencil signed by artist - Rikio Takahashi in English, none, 1965," embossed lower right, Gemini Ltd Gemini Ltd., Los Angeles, California",,,,Colors  excellent,"Condition  excellent - paper abrasion corners verso, not visible from front; 1/2"" tear in paper lower left margin repaired from verso",Genre  sosaku hanga (creative print),,,H x W Paper  22 1/8 x 27 1/4 in. (56.2 x 69.2 cm),,"Reference Literature  Catalogue Raisonné: Rikio Takahashi, The Woodblock Prints, published by Abe Publishing LTD., 1998, p. 134 number 160","Collections This Print  National Gallery of Australia NGA 73.1196 (Impression: ""right to print"") and NGA 2002.1.1537 (""Gemini Limited Imp. I""); Los Angeles County Museum of Art M.68.72.27",,,,ihl-0720_sm.jpg,ihl-0720_th.jpg,ihl-0720.jpg,Image;StillImage,image/jpeg,
ihl-0721,," December 30, 1895 (Meiji 28) 明治廾八年十二月三十日",1895,IHL.0721,IHL Catalog  #721, Title page 目録, page 目録, page 目録, The Kabuki Eighteen (Kabuki Jūhachiban)  歌舞伎十八番, Torii Kiyosada (1844-1901) and Torii Kiyotada VII (1875-1941),from right to left: Mo-ko-é Saitō Chō ho 模古繪斎藤蝶蜂Torii Kiyosada hitsu 鳥居清貞筆 followed by Kiyosada sealNigao-é Juyon sei Hasegawa Kambei 似顔畫十四 世長谷川勘兵衛    Jusōsō Tadakiyo hitsu 寿雙々忠清筆 followed by Tadakiyo seal, Kiyosada right - Tadakiyo left," December 30, 1895 (Meiji 28) 明治廾八年十二月三十日", 長谷川寿美 Hasegawa Sumi [Marks: seal 25-406 長谷川寿美; ref. 102],,,,Colors  good,Condition  good - not backed; light soiling throughout; some trimming of margins including removal of publishing information in left margin; paper loss lower left corner repaired verso.,Genre  ukiyo-e; yakusha-e,,Format  vertical oban,H x W Paper  14 1/4 x 9 3/8 in. (36.2 x 23.8 cm),,Literature,"Collections This Print Museum of Fine Arts, Boston RES.53.1; Tokyo Metropolitan Library 5721-C008-01; Tsubouchi Memorial Theatre Museum of Waseda University 201-0124 and 201-0143 and 201-0163",,,,ihl-0721_sm.jpg,ihl-0721_th.jpg,ihl-0721.jpg,Image;StillImage,image/jpeg,
ihl-0722,," December 7, 1895 (Meiji 28) 明治廿八年十二月七日",1895,IHL.0722,IHL Catalog  #722, Ichikawa Danjuro IX as Kazusa Akushichibei in the play Kagekiyo  九卋市川団十郎 上総悪七兵衛　景清, Ichikawa Danjuro IX as Kazusa Akushichibei in the play Kagekiyo  九卋市川団十郎 上総悪七兵衛　景清, Ichikawa Danjuro IX as Kazusa Akushichibei in the play Kagekiyo  九卋市川団十郎 上総悪七兵衛　景清, The Kabuki Eighteen (Kabuki Jūhachiban)  歌舞伎十八番, Torii Kiyosada (1844-1901) and Torii Kiyotada VII (1875-1941),right-most : Tadakiyo hitsu 忠清筆 followed by 画楽Garaku sealleft-most : 鳥居清貞画 Torii Kiyosada ga followed by Chōhō seal, Tadakiyo right - Kiyosada left," December 7, 1895 (Meiji 28) 明治廿八年十二月七日","  長谷川寿美 Hasegawa Sumi [Marks: seal 25-406 長谷川寿美; ref. 102]The two square seals, at the bottom of the detail of the publishing information, shown left, are associated with a number of publishers during the 1890s, including the publishers Hasegawa Sumi 長谷川寿美 and Komori Sōjirō 小森宗次郎. They often appear near the publisher's name. Taken together, the seals read Kumiai seigen 組合正言.  Kumiai can be translated as ""guild"" and seigen can be translated as ""censor"" (using the Chinese meaning for the word.)  So, we may have some type of publisher's guild approval or censor seal. click on the image to enlarge",,Printer  摺工大亀 Surikō Ōkame  (left part of cartouche shown above),Impression  excellent - extensive embossing,Colors  excellent,Condition  good - not backed; soiling throughout; binding holes right margin,Genre  ukiyo-e; yakusha-e,"Miscellaneous   The two square seals, shown left, are associated with a number of publishers during the 1890s, including the publishers Hasegawa Sumi 長谷川寿美 and Komori Sōjirō 小森宗次郎. They often appear near the publisher's name. Taken together, the seals read Kumiai seigen 組合正言.  Kumiai can be translated as ""guild"" and seigen can be translated as ""censor"" (using the Chinese meaning for the word.)  So, we may have some type of publisher's guild approval or censor seal.",Format  vertical oban,H x W Paper  14 1/2 x 10 in. (36.8 x 25.4 cm),,,"Collections This Print Museum of Fine Arts, Boston RES.53.14; Tokyo Metropolitan Library 5721-C008-15; Tsubouchi Memorial Theatre Museum of Waseda University 201-0137 and 201-0158 and 201-0177; Jordan Schnitzer Museum of Art, University of Oregon MWJ51:T98",,,,ihl-0722_sm.jpg,ihl-0722_th.jpg,ihl-0722.jpg,Image;StillImage,image/jpeg,
ihl-0723,," November 8, 1895 (Meiji 28) 明治廿八年十一月八日",1895,IHL.0723,IHL Catalog  #723, Ichikawa Danjūrō IX as Kakoyo Akaemon in the play Nanatsumen (Seven Masks) 九世市川団十郎 賀古屋赤右衛門　七ツ面, Ichikawa Danjūrō IX as Kakoyo Akaemon in the play Nanatsumen (Seven Masks) 九世市川団十郎 賀古屋赤右衛門　七ツ面, Ichikawa Danjūrō IX as Kakoyo Akaemon in the play Nanatsumen (Seven Masks) 九世市川団十郎 賀古屋赤右衛門　七ツ面, The Kabuki Eighteen (Kabuki Jūhachiban)  歌舞伎十八番, Torii Kiyotada VII (1875-1941),Tadakiyo hitsu 忠清筆 followed by Garaku 画楽 seal, 画楽 Garaku (see above)," November 8, 1895 (Meiji 28) 明治廿八年十一月八日", 長谷川寿美 Hasegawa Sumi [Marks: seal 25-406 長谷川寿美; ref. 102],,Printer  摺工大亀 Surikō Ōkame,Impression  excellent,Colors  excellent,Condition  good - not backed; soiling throughout; binding holes left margin,Genre  ukiyo-e; yakusha-e,Miscellaneous  embossing throughout,Format  vertical oban,H x W Paper  14 1/2 x 10 in. (36.8 x 25.4 cm),,,"Collections This Print Museum of Fine Arts, Boston RES.53.9; Tokyo Metropolitan Library 5721-C008-13; Tsubouchi Memorial Theatre Museum of Waseda University 201-0135 and 201-0156 and 201-0173 and 201-0187; National Gallery of Australia NGA 98.50.6; Jordan Schnitzer Museum of Art, University of Oregon MWJ51:T105",,,,ihl-0723_sm.jpg,ihl-0723_th.jpg,ihl-0723.jpg,Image;StillImage,image/jpeg,
ihl-0724,," May 25, 1896 (Meiji 29) 明治廿九年五月廿五日",1896,IHL.0724,IHL Catalog  #724, Ichikawa Danjūrō IX as Yamanoue Gennaizaemon in the play Zōhiki 九卋市川団十郎 山上源内左衛門 象引, Ichikawa Danjūrō IX as Yamanoue Gennaizaemon in the play Zōhiki 九卋市川団十郎 山上源内左衛門 象引, Ichikawa Danjūrō IX as Yamanoue Gennaizaemon in the play Zōhiki 九卋市川団十郎 山上源内左衛門 象引, The Kabuki Eighteen (Kabuki Jūhachiban)   歌舞伎十八番, Torii Kiyosada (1844-1901) and Torii Kiyotada VII (1875-1941),right-most : Tadakiyo hitsu 忠清筆  followed by Garaku sealleft-most : Torii Kiyosada hitsu 鳥居清貞筆 followed by画楽 Chōhō seal," as shown above: Garaku right, beneath signature; 画楽 Chōhō left, beneath signature"," May 25, 1896 (Meiji 29) 明治廿九年五月廿五日", 長谷川寿美 Hasegawa Sumi [Marks: seal 25-406 長谷川寿美; ref. 102],,Printer  摺工大亀 Surikō Ōkame,Impression  excellent,Colors  excellent,"Condition  good - slight trimming on left margin; unbacked, light soiling throughout; album binding holes along left margin",Genre  ukiyo-e; yakusha-e,Miscellaneous  embossing throughout,Format  vertical oban,H x W Paper  14 1/2 x 9 7/8 in. (36.8 x 25.1 cm),,,"Collections This Print Museum of Fine Arts, Boston RES.53.18; Tokyo Metropolitan Library 5721-C008-07; Tsubouchi Memorial Theatre Museum of Waseda University 201-0129 and 201-0148 and 201-0172 and 201-0200; National Gallery of Australia NGA 98.50.7, 2015.616, 2015.626; Jordan Schnitzer Museum of Art, University of Oregon MWJ51:T107",,,,ihl-0724_sm.jpg,ihl-0724_th.jpg,ihl-0724.jpg,Image;StillImage,image/jpeg,
