objectid,temp sort,Note,Christin Newell,page_header,title,series,date_first_issued (cew new),date,date_text,creator,signature,seal,description,misc,publisher,carver,printer,Author (cew new),Editor (cew new),publication_date_messy,impression_quality,colors,condition,genre,format_print,size_image,size_sheet,lit//ref lit,collections,catalog,catalog_altform,catalog_2_orig_ref,location,latitude,longitude,type,format,filename,image_thumb,artistid (temporarily using for notes-cew),image_small,print_link
ihl-0056,,,CN Complete,Factory Street at Fukagawa 工場?帯 本所,Factory Street at Fukagawa (工場地帯 本所 Honjo kōjōchi tai),Scenes of Last Tokyo (東京回顧図会 Tokyo kaiko zue),"Originally published in May, 1929 as Honjo Factory District as part of the series Shin Tokyo Hyakkei(One Hundred Views of New Tokyo) and republished in 1945 from recut blocks",1929,"Originally published in May, 1929 as Honjo Factory District as part of the series Shin Tokyo Hyakkei(One Hundred Views of New Tokyo) and republished in 1945 from recut blocks",Maekawa Senpan 前川千帆 (1888-1960), Maekawa Senpan printed in Japanese in lower left corner of image,none,"This print was originally issued in 1929 with the title Factory Streets of Honjo (Kojochitai, Honjo) as part of the series One Hundred Views of the New Tokyo (Shin Tokyo Hyakkei)   The print was re-issued in 1945 from newly cut blocks under the title Fakutory [sic] Street at Fukagawa for the series Scenes of Last Tokyo.  IHL Cat. 56 and 174 are both 1945 re-issues, but represent two different states of this re-issue, as can be seen by the different treatment of the sky in the prints and the inclusion of the kanji characters in the upper right corner of IHL Cat. #174.  According to some sources, the 1929 and 1945 issues can be distinguished by the presence of the kanji characters in the upper right margin, as seen in IHL Cat. #174.   However, IHL Cat. #174 containing the kanji characters is definitely a 1945 issue, as it is tipped into a 1945 folio as shown below.  Reference images for the 1929 issue are shown below.

Source: Terrific Tokyo – A Panorama in Prints from the 1860s to the 1930s, Elizabeth de Sabato Swinton, Worcester Art Museum, 1998, p. 47.
Factory Streets at Honjo first appeared in One Hundred Views of the New Tokyo (Shin Tokyo Hyakkei), published between 1929 and 1932.  This series captured the city that arose in the wake of the Great Kanto Earthquake of 1923.  Published by the Takujo group, the series’ artists were all members of the Japan Creative Print Association.  Immediately after World War II, Scenes of Last Tokyo, an album of fifteen prints, appeared.  This print was one of the eight from the earlier series but was not printed from the original blocks  but from new ones cut from the earlier prints.  The print was re-titled in English Fakutory [sic] Street at Fukagawa for this 1945 series.

The artists had agreed to allow reissuing the prints for sale at the U.S. Army Post Exchange in Tokyo.  Due to shortages after the war, the paper is quite different from that used for the originals, and the effect is consequently flatter and less vibrant than in the first state.

Honjo, east of the Sumida River, was designated as one of Tokyo’s industrial wards during the Meiji period.  The writer Akutagawa Ryunosuke (1892-1927), who grew up in Hongo, described it in an essay written after the earthquake as “not the region of factories that it is today” but a city of ghosts.  Situated across the river from Asakusa, it was after 1923 one of the poorest sections of the city.  Maekawa catches the bleakness of this factory area, full of smokestacks and utility poles, with overall-clad factory workers trudging up the road.  The seedily romantic quality of Akutagawa’s boyhood has been replaced by the harsh ugliness of industrialization.

Source: British Museum website http://www.britishmuseum.org/research/search_the_collection_database/search_object_details.aspx
This design was re-utilized from the original (1929) in the series One Hundred Views of New Tokyo (Shin Tokyo hyakkei). The blocks were re-cut, and there are many small differences of detail, but the more important difference is in the fresher colours, which rather ameliorate the sombre proletarian atmosphere of Maekawa's earlier version. In contrast to most of the views in this portfolio, this one had a genuine nostalgia, since this area of industrial Tokyo had been almost completely obliterated in the American air-raids (in Seidensticker, Edward, 'Tokyo Rising: The City Since the Great Earthquake', New York, 1990, it is stated that the population of Honjo fell to 4 percent of its February 1944 population by June 1945(pp. 144-5)). Hacker's photograph of a street dance (below) shows industrial-type buildings of a similar style to those in this print.
Curator's comments
Smith 2002","""Fakutory Street of Fukagawa” 本所工場地帯 (Honjokōjōchitai) as labeled on print folder. Series is also seen translated as Recollections of Tokyo.","Fugaku Shuppansha 富岳出版社, Tokyo,Uemura Masurō上村益郎publisher",,Printer Hirai Kōichi平井孝一,,,"Originally published in May, 1929 as Honjo Factory District as part of the series Shin Tokyo Hyakkei(One Hundred Views of New Tokyo) and republished in 1945 from recut blocks",Impression excellent,Colors excellent,Condition #56: good - numerous small foxing spots #174: excellent,Genre sōsaku hanga,Format chūban,H x W Image #56: 7 x 9 1/2 in. (17.8 x 24.1 cm); #174: 7 x 9 1/2 in. (17.8 x 24.1 cm),H x W Paper #56: 7 3/4 x 10 1/2 in. (19.7 x 26.7 cm); #174: 8 x 10 1/2 in. (20.3 x 26.7 cm),"Reference Literature The Artist's Touch, The Craftsman's Hand: Three Centuries of Japanese Prints from the Portland Art Museum, Maribeth Graybill, Portland Art Museum, Oregon, 2011, p. 303; Terrific Tokyo A Panorama in Prints: from the 1860s to the 1930s,Elizabeth de Sabato Swinton,Worcester Art Museum. 1998 p. 47, pl. 16;Made in Japan – The Postwar Creative Print Movement, Alicia Volk, Milwaukee Art Museum, 2005, p. 35;Modern Japanese Prints: The Twentieth Century, Amanda T. Zehnder, Carnegie Museum of Art, 2009, p. 103","Collections This Print Los Angeles County Museum of Art M.81.267.25; Museum of Fine Arts Boston 65.1087; Worcester Art Museum, Members’ Council Fund, 1987.79.10; The British Museum 1980,1227,0.18.14; Carnegie Museum of Art 89.28.977.2; Mead Art Museum at Amherst College 2008.63.14; Smithsonian Freer Gallery of Art and Arthur M. Sackler Gallery S1995.118.15; Portland Art Museum 1996.31.2n",IHL.0056,IHL.56,IHL Catalog #56 and #174,,,,Image;StillImage,image/jpeg,ihl-0056.jpg,ihl-0056_th.jpg,,ihl-0056_sm.jpg,
ihl-0057,,,CN Complete,Red Gate at Imperial University [帝大赤門 (Teidai Akamon) Akamon of Imp. Univ.as shown on folio label.] National Treasure Red Gate 国宝赤門 as appears in upper right-hand margin of print.,Red Gate at Imperial University (帝大赤門 Teidai Akamon) ,Scenes of Last Tokyo (東京回顧図会 Tokyo kaiko zue),Dec-45,1945,December 1945,Maeda Masao 前田政雄 (1904-1974),Maeda Masao in Japanese 前田正夫 carved (lower portion of right margin),"""Masa"" artist's lower left corner","One of fifteen prints from the 1945 series Scenes of Last Tokyo.  This print was one of seven new designs for the series, the other eight prints originally appearing in the 1929-1932 series Shin Tokyo hyakkei (One Hundred Views of New Tokyo).  This is one of six prints in Scenes of Last Tokyo which Smith points out as depicting ""places with serious imperial resonances,"" the six being the Nijubashi Bridge at the Imperial Palace, the Akasaka Palace (residence of the Crown Prince), the Meiji Shrine, the Torii (Gateway) at Kudan, the Gate of the Imperial University (alma mater of the most senior bureaucrats of the militarist era), and the Graveyard of Sengaku-ji, burial place of Japan’s most celebrated paragons of loyalty.1 

""The famous Red Gate entrance to Tokyo University 2 dates back to the days when the Hongō district in Edo was the site of the chief residence for the Maeda family, the wealthy daimyō of Kaga province.  The gate was built in 1827 to welcome a Tokugawa princess as a bride.  Unique in design, it was designated a National Treasure early in the twentieth century.  The gate, along with much of the university campus, escaped damage in the 1923 earthquake and World War II, and so stands intact today.  It has been reclassified as an Important Cultural Treasure.""3

Maeda created the below similar print in 1937 but, as can be seen, a new design and blocks were used for the above 1947 release.",Akamon of Imp. Univ.as shown on folio label.  National Treasure Red Gate 国宝赤門 as appears in upper right-hand margin of print. Series is also seen translated as Recollections of Tokyo.,"Fugaku Shuppansha 富岳出版社, Tokyo,Uemura Masurō上村益郎publisher",self-carved,Printer Hirai Kōichi平井孝一,,,Dec-45,Impression excellent,Colors excellent,Condition excellent - tipped to original folder with original label; small tear in upper left margin,Genre sōsaku hanga,Format chūban,H x W Image 7 1/4 x 9 1/2 in. (18.4 x 24.1 cm),H x W Paper 7 7/8 x 10 1/2 in. (20 x 26.7 cm),"Reference Literature The Artist's Touch, The Craftsman's Hand: Three Centuries of Japanese Prints from the Portland Art Museum, Maribeth Graybill, Portland Art Museum, Oregon, 2011, p. 297; Made in Japan – The Postwar Creative Print Movement, Alicia Volk, Milwaukee Art Museum, 2005, p. 35; Modern Japanese Prints: The Twentieth Century, Amanda T. Zehnder, Carnegie Museum of Art, 2009, p. 100.","Collections This Print Los Angeles County Museum of Art (M.81.267.23); The British Museum 1980, 1227, 0.18.6; Carnegie Museum of Art (89.28.709.8); University of Michigan Museum of Art (2004/1.112); Smithsonian Freer Gallery of Art and Arthur M. Sackler Gallery S1995.118.9; Mead Art Museum at Amherst College 2008.63.6; Portland Art Museum 1996.31.2f",IHL.0057,IHL.57,IHL Catalog #57,,,,Image;StillImage,image/jpeg,ihl-0057.jpg,ihl-0057_th.jpg,,ihl-0057_sm.jpg,
ihl-0058,,,CN Complete,Change E Flees to the Moon (Jōga hongetsu tsuki 嫦娥奔月),Change E Flees to the Moon ( 嫦娥奔月 Jōga hongetsu tsuki),One Hundred Aspects of the Moon (月百姿 Tsuki hyaku sugata),Date October 1885 (御届明治十八年十月　日),1885,Date October 1885 (御届明治十八年十月　日),Tsukioka Yoshitoshi 月岡芳年 (1839-1892),Yoshitoshi 芳年,Yoshitoshi 芳年,"According to Chinese legend, the Queen Mother of the West rewarded Chang E's husband with a vial of the elixir of immortality. Chang E stole the elixir, drank it, and fled to heaven where she became the spirit of the moon.

This print is from the album issued by publisher Akiyama Buemon shortly after Yoshitoshi's death and retains its original album backing.", ,Akiyama Buemon (秋山武右エ門) [Marks: seal 26-132; pub. ref. 005],Chōkō Yamamoto tō彫工山本刀 [full name Yamamoto Shinji],,,,Date October 1885 (御届明治十八年十月　日),Impression very good,Colors excellent,Condition excellent - Japanese album backing paper; very minor marks and flaws,Genre ukiyo-e,Format ōban,H x W Image 12 7/8 x 8 3/4 in. (32.7 x 22.2 cm),H x W Paper 13 3/4 x 9 3/4 in. (34.9 x 24.8 cm),"Reference Literature * Yoshitoshi’s One Hundred Aspects of the Moon, John Stevenson, Hotei Publishing, Netherlands 2001, pl. 2.","Collections This Print Smithsonian National Museum of Asian Art S2003.8.3019; Art Gallery of Greater Victoria 1997.046.001; The British Museum 1906,1220,0.1412; New York Public Library Humanities and Social Sciences Library / Spencer Collection; Minneapolis Institute of the Arts 2002.161.1; Yale University Art Gallery 2011.143.1.2; Hagi Uragami Museum (Yamaguchi, Japan) UO1504; Tokyo Metropolitan Library 加4722-82; The Tsubouchi Memorial Theatre Museum of Waseda University 201-4504; Ritsumeikan University NDL-541-00-093",IHL.0058,IHL.58,IHL Catalog #58,,,,Image;StillImage,image/jpeg,ihl-0058.jpg,ihl-0058_th.jpg,,ihl-0058_sm.jpg,https://www.myjapanesehanga.com/home/artists/yoshitoshi-tsukioka-1839---1892-/chang-e-flees-to-the-moon.html
ihl-0059,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021",Sparrows and Camellia in Snow   , ,,1950,c. 1950s (orig. c. 1831/1833) ,Utagawa Hiroshige  歌川広重 (1797-1858),n.a.,n.a.,, ,modern reproduction published by Adachi hanga,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,Format ōtanzaku,image: 15 1/4 x 6 7/8 in.,sheet: 15 7/16 x 7 1/16 in.,n.a.,n.a.,IHL.0059,IHL.59,IHL Catalog #59,,,,Image;StillImage,image/jpeg,ihl-0059.jpg,ihl-0059_th.jpg,,ihl-0059_sm.jpg,https://myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.html
ihl-0060,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021",Pheasant and Chrysanthemum , ,,1950,c. 1950s (orig. c. 1832) ,Utagawa Hiroshige  歌川広重 (1797-1858),n.a.,n.a.,, ,modern reproduction published by Adachi hanga,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,Format ōtanzaku,image: 14 15/16 x 6 3/8 in.,sheet: 15 1/8 x 6 13/16 in.,n.a.,n.a.,IHL.0060,IHL.60,IHL Catalog #60,,,,Image;StillImage,image/jpeg,ihl-0060.jpg,ihl-0060_th.jpg,,ihl-0060_sm.jpg,https://myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.html
ihl-0061,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021",White Heron in Reeds, ,,1950,c. 1950s (orig. early 1830s) ,Utagawa Hiroshige  歌川広重 (1797-1858),n.a.,n.a.,, ,modern reproduction published by Adachi hanga,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,Format ōtanzaku,image: 15 1/8 x 5 in.,sheet: 15 3/16 x 5 1/16 in.,n.a.,n.a.,IHL.0061,IHL.61,IHL Catalog #61,,,,Image;StillImage,image/jpeg,ihl-0061.jpg,ihl-0061_th.jpg,,ihl-0061_sm.jpg,https://myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.html
ihl-0062,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021",Swallows and Peach Blossoms under a Full Moon, ,,1950,c. 1950s (orig. early 1830s) ,Utagawa Hiroshige  歌川広重 (1797-1858),n.a.,n.a.,, ,modern reproduction published by Adachi hanga,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,Format ōtanzaku,image: 15 x 6 11/16 in.,sheet: 15 1/8 x 6 7/8 in.,n.a.,n.a.,IHL.0062,IHL.62,IHL Catalog #62,,,,Image;StillImage,image/jpeg,ihl-0062.jpg,ihl-0062_th.jpg,,ihl-0062_sm.jpg,https://myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.html
ihl-0063,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021",Golden Pheasant and Fern Shoots, ,,1950, c. 1950s (orig. c. 1830/1844) ,Utagawa Hiroshige  歌川広重 (1797-1858),n.a.,n.a.,"The golden pheasant (kinkei) was one of the exotic birds imported to Japan by Dutch and Chinese traders who were restricted to the southern port of Nagasaki during the Edo period. Hiroshige, who created a large corpus of flower-and-bird prints (kachoga) in the 1830s, here presents an elegant image of the pheasant with its long tail plumage gracefully raised to follow the long, narrow format of the print. Above, a poem is inscribed:

Blundering into
a path where tasty grasses
manage to grow tall.", ,modern reproduction published by Adachi hanga,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,Format ōtanzaku,image: 14 13/16 x 5 in.,sheet: 15 x 5 1/8 in.,n.a.,n.a.,IHL.0063,IHL.63,IHL Catalog #63,,,,Image;StillImage,image/jpeg,ihl-0063.jpg,ihl-0063_th.jpg,,ihl-0063_sm.jpg,https://myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.html
ihl-0064,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021",A Long-Tailed Blue Bird on a Branch of Flowering Plum  , ,,1950,c. 1950s (orig. early 1830s) ,Utagawa Hiroshige  歌川広重 (1797-1858),n.a.,n.a.,, ,modern reproduction published by Adachi hanga,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,Format ōtanzaku,image: 15 1/16 x 6 7/8 in.,sheet: 15 1/4 x 7 1/8 in.,n.a.,n.a.,IHL.0064,IHL.64,IHL Catalog #64,,,,Image;StillImage,image/jpeg,ihl-0064.jpg,ihl-0064_th.jpg,,ihl-0064_sm.jpg,https://myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.html
ihl-0065,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021",Peacock and Peonies ( 牡丹に孔雀), ,,1950,c. 1950s (orig. c. 1830s) ,Utagawa Hiroshige  歌川広重 (1797-1858),n.a.,n.a.,, ,modern reproduction published by Adachi hanga,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,Format ōtanzaku,image: 15 1/16 x 7 in.,sheet: 15 5/16 x 7 1/4 in.,n.a.,n.a.,IHL.0065,IHL.65,IHL Catalog #65,,,,Image;StillImage,image/jpeg,ihl-0065.jpg,ihl-0065_th.jpg,,ihl-0065_sm.jpg,https://myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.html
ihl-0066,cew added 20220302 -needs extra cleaning,,CN Complete,"In Queue - 19th Century Woodblock Prints
Ukiyo-e and Other 19th Century Woodblock Prints
In the Collection - Not Yet Fully Documented
as of 9/1/2021",Yellow Rose (Yamabuki) and Frogs (山吹に蛙), ,,1950,c. 1950s (orig. c. 1832) ,Utagawa Hiroshige  歌川広重 (1797-1858),n.a.,n.a.,, ,modern reproduction published by Adachi hanga,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,Format ōtanzaku,image: 15 x 6 15/16 in.,sheet: 15 1/16 x 7 1/16 in.,n.a.,n.a.,IHL.0066,IHL.66,IHL Catalog #66,,,,Image;StillImage,image/jpeg,ihl-0066.jpg,ihl-0066_th.jpg,,ihl-0066_sm.jpg,https://myjapanesehanga.com/home/in-queue---19th-century-woodblock-prints.html
ihl-0067,,,CN Complete,"Nenokuchi, Towada十和田子之口","Nenokuchi, Towada (十和田子之口)","Collection of Scenic Views of Japan, Eastern (日本風景集 東日本篇 Nihon fūkei shū higashi Nihon hen)",July 1933 as shown in lower right margin,1933,July 1933 as shown in lower right margin,Kawase Hasui 川瀬巴水 (1883-1957),Hasui 巴水,Hasui 巴水,"Narazaki1 asserts that “such a daring composition is rare in Hasui’swork. A large tree cuts diagonally across the foreground plane, and the setting sun reflects brightly on Lake Towada.  The distant coastand mountain are already shrouded in darkness; the clouds grow dark. Instrumental in maintaining the mood of this scene is the reflection of the red sun on the surface of the lake, and this heightens the color scheme of this relatively simple composition.  In this we witness a new trend in Hasui’s work.  It was sketched on 28 October 1932”.",,"Watanabe Shōzaburō Watanabe ""E""-type seal (in use from approximately 1929-1942) reading: 版権所有 渡辺庄三郎 hankenshoyū Watanabe Shōzaburō copyright reserved Watanabe Shōzaburō",,,,,July 1933 as shown in lower right margin,Impression excellent,Colors excellent,"Condition excellent - pencil notation bottom margin ""Lake Towada Hasui Kawase""; small remnant mounting tape verso left corner; small discoloration center top margin; minor handling/printing creases",Genre shin hanga,Format horizontal ōban,H x W Image 14 1/4 x 9 1/2 in. (36.2 x 24.1 cm),H x W Paper 15 3/4 x 10 7/8 in. (39.9 x 27.6 cm),"Reference Literature Catalogue Raisonné: Kawase Hasui; The Complete Woodblock Prints, Kendall Brown, Amy Reigle Newland, Hotei Publishing, KIT Publishers, 2003, p. 95, pl. 302;Kawase Hasui and His Contemporaries: The Shin Hanga (New Print) Movement in Landscape Art, Irwin J. Patcher, Everson Museum of Art, Syracuse, 1986, p. 66, pl. 68","Collections This Print The National Museum of Modern Art, Tokyo P00138-024 (unspecified edition but print shown has D type seal.)",IHL.0067,IHL.67,IHL Catalog #67,,,,Image;StillImage,image/jpeg,ihl-0067.jpg,ihl-0067_th.jpg,,ihl-0067_sm.jpg,https://www.myjapanesehanga.com/home/artists/kawase-hasui/nenokuchi-towada.html
